id,name,description,price,stock,image_source_name,image_source_url,image_title,image_file_name,created_at,updated_at
997207e5a7be44da935e89695b,Power Air Compressor,High-quality power air compressor suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,664.49,88,Google Custom Search,https://i.ytimg.com/vi/D5EvLuIWalI/sddefault.jpg,Power Air Compressor,997207e5a7be44da935e89695b.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
4d234ea2b49f431fa1ef93e880,Ultra Battery Charger,High-quality ultra battery charger suitable for gold work. Professional grade tool for both DIY enthusiasts and professionals.,480.89,93,Google Custom Search,https://i5.walmartimages.com/seo/Ultra-Steel-Power-Tool_6697aa04-6e7b-4193-bed7-f96a0558650c.fbb5fcc02ebd0f26baf1a8918aa8edfc.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,Ultra Battery Charger,4d234ea2b49f431fa1ef93e880.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
1e3305772fa6404dad147d7527,HeavyDuty Soldering Iron,High-quality heavyduty soldering iron suitable for bronze work. Professional grade tool for both DIY enthusiasts and professionals.,843.69,99,Google Custom Search,"https://m.media-amazon.com/images/I/31pP6Mp1MvS._UF894,1000_QL80_.jpg",HeavyDuty Soldering Iron,1e3305772fa6404dad147d7527.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
8559468e3c3d466994421dcf0e,Xtreme Hex Bit Set,High-quality xtreme hex bit set suitable for ceramic work. Professional grade tool for both DIY enthusiasts and professionals.,249.65,77,Google Custom Search,https://images.thdstatic.com/productImages/4ed97678-dcff-4288-bc7b-ea2e17dd9e5d/svn/xtremepowerus-socket-sets-33503-64_600.jpg,Xtreme Hex Bit Set,8559468e3c3d466994421dcf0e.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
2f101ef5ff6a414094f725a703,Craft Soldering Iron,High-quality craft soldering iron suitable for concrete work. Professional grade tool for both DIY enthusiasts and professionals.,916.29,37,Google Custom Search,https://m.media-amazon.com/images/I/51F+QcC3ySL.jpg,Craft Soldering Iron,2f101ef5ff6a414094f725a703.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
dcdcf9c941784e2293f68df293,Xtreme Work Bench,High-quality xtreme work bench suitable for wooden work. Professional grade tool for both DIY enthusiasts and professionals.,437.39,73,Google Custom Search,https://extremetools.com/wp-content/uploads/2021/02/EX7201HCQBLBK-shown-with-EX7217RCQBLBK-Combo.jpg,Xtreme Work Bench,dcdcf9c941784e2293f68df293.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
22d5247c18074c86b8403fec09,Master Portable Generator,High-quality master portable generator suitable for ceramic work. Professional grade tool for both DIY enthusiasts and professionals.,133.49,45,Google Custom Search,https://tomahawk-power.com/cdn/shop/files/TG7000H_5_800x.jpg?v=1740499868,Master Portable Generator,22d5247c18074c86b8403fec09.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
fb912b51e0534313be2cdaf110,Power Ratchet,High-quality power ratchet suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,545.79,57,Google Custom Search,https://m.media-amazon.com/images/I/714yQvT3P6L.jpg,Power Ratchet,fb912b51e0534313be2cdaf110.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
e60a64e5c0e74cf2932eec4ee0,Eagle Jigsaw,High-quality eagle jigsaw suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,898.65,95,Google Custom Search,"https://static.wixstatic.com/media/5e335a_744ef68ae3444d5cb18d39863eaf1919~mv2.png/v1/fit/w_500,h_500,q_90/file.png",Eagle Jigsaw,e60a64e5c0e74cf2932eec4ee0.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
cba4a121a0eb49d9bd0e247ed5,Titan Cut-Off Tool,High-quality titan cut-off tool suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,449.95,89,Google Custom Search,https://i5.walmartimages.com/seo/Goodyear-Utility-Cut-off-Tool-Pneumatic-Air-Tool-Ergonomically-Designed-1-Piece-per-Box_664c17fe-c0b6-4ddb-9e56-f90f2661112d.14bc213c8c134b180bea1e5fed6c1363.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,Titan Cut-Off Tool,cba4a121a0eb49d9bd0e247ed5.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
2c6f1c2096214d0aac380f5996,Craft Impact Driver,High-quality craft impact driver suitable for silk work. Professional grade tool for both DIY enthusiasts and professionals.,794.39,42,Google Custom Search,https://i.ytimg.com/vi/EYQqUHxpuDM/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCvce92Ti1aydw4C93dPtphBejy-g,Craft Impact Driver,2c6f1c2096214d0aac380f5996.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
234ae96ce44840808c324500c8,Rapid Paint Sprayer,High-quality rapid paint sprayer suitable for cotton work. Professional grade tool for both DIY enthusiasts and professionals.,844.59,7,Google Custom Search,"https://m.media-amazon.com/images/I/51NC2dT9MQL._UF894,1000_QL80_.jpg",Rapid Paint Sprayer,234ae96ce44840808c324500c8.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
3321ad83a0cd49ba8c1cbcba5c,ProMax Chisel Set,High-quality promax chisel set suitable for gold work. Professional grade tool for both DIY enthusiasts and professionals.,968.04,41,Google Custom Search,https://toolboxes4you.co.uk/wp-content/uploads/2025/04/toolboxes-tools-SG32-24-Pro-Max-Flyer.jpg,ProMax Chisel Set,3321ad83a0cd49ba8c1cbcba5c.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
0517b3faebbe4c0aa6367fe345,Ultra Welding Machine,High-quality ultra welding machine suitable for cotton work. Professional grade tool for both DIY enthusiasts and professionals.,209.69,85,Google Custom Search,https://www.pfaff-industrial.com/en/portfolio/welding-machines/ultrasonic-sealing-machines/pfaff-8310-042-sontrode-unten/8310_armabwaerts_041_002_sus.jpg/@@images/image-1200-c0dd553633800d8548b590765f6bbd6e.jpeg,Ultra Welding Machine,0517b3faebbe4c0aa6367fe345.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
d87791bf585c4013bd43012405,Max Lawn Mower,High-quality max lawn mower suitable for granite work. Professional grade tool for both DIY enthusiasts and professionals.,295.8,100,Google Custom Search,https://images.thdstatic.com/productImages/c845277d-b8ce-4f19-b18d-f365490c9b81/svn/makita-electric-self-propelled-lawn-mowers-gml01z-64_600.jpg,Max Lawn Mower,d87791bf585c4013bd43012405.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
c29ddab920a14e5c9ec8fb16c2,Master Heat Gun,High-quality master heat gun suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,581.59,78,Google Custom Search,https://cdn11.bigcommerce.com/s-8hb9g2i/images/stencil/1280x1280/products/1431/3105/Master-Mite_H_shrink_Attachment_12_wide_1__40348.1620759787.jpg?c=2,Master Heat Gun,c29ddab920a14e5c9ec8fb16c2.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
ece69e6a655c4a0ebada41b2eb,ProMax Ratchet,High-quality promax ratchet suitable for plastic work. Professional grade tool for both DIY enthusiasts and professionals.,805.9,7,Google Custom Search,https://cdn11.bigcommerce.com/s-f4083/images/stencil/1280x1280/products/186043/296686/ca492e52-71ff-4dc8-9f50-f9f841879402__47719.1694447901.jpg?c=2,ProMax Ratchet,ece69e6a655c4a0ebada41b2eb.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
1b43780931c849128f86ba045d,Master Air Compressor,High-quality master air compressor suitable for cotton work. Professional grade tool for both DIY enthusiasts and professionals.,13.69,38,Google Custom Search,https://cdn11.bigcommerce.com/s-mtbw6a63iq/images/stencil/1280x1280/products/247800/40776/c3TplTZOV8V9VqYg4YMw4xiUbPV88n-metaMTUwMTAxMDIwMTVfZWRpdC5wbmc%3D-__92392.1751294842.png?c=1,Master Air Compressor,1b43780931c849128f86ba045d.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
9281659ea74c484cb1d24afbb3,Titan Tile Cutter,High-quality titan tile cutter suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,949.29,96,Google Custom Search,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=636236328955588,Titan Tile Cutter,9281659ea74c484cb1d24afbb3.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
50500bde07cc45849498354d87,ProMax Leaf Blower,High-quality promax leaf blower suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,138.79,71,Google Custom Search,https://img.kwcdn.com/product/fancy/80f17e0e-a7cb-46cb-8513-452ae16709a4.jpg?imageMogr2/auto-orient%7CimageView2/2/w/800/q/70/format/webp,ProMax Leaf Blower,50500bde07cc45849498354d87.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
abbddcc6f25d4e08b981b9fb33,Prime Belt Sander,High-quality prime belt sander suitable for concrete work. Professional grade tool for both DIY enthusiasts and professionals.,957.15,65,Google Custom Search,"https://m.media-amazon.com/images/I/71ziapcX1lL._UF894,1000_QL80_.jpg",Prime Belt Sander,abbddcc6f25d4e08b981b9fb33.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
5ff935281f014d9c9477f474c1,Max Stud Finder,High-quality max stud finder suitable for gold work. Professional grade tool for both DIY enthusiasts and professionals.,521.35,25,Google Custom Search,"https://m.media-amazon.com/images/I/81HxpNjE85L._UF894,1000_QL80_.jpg",Max Stud Finder,5ff935281f014d9c9477f474c1.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
3e694f583ce14428a236580628,Precision Torque Wrench,High-quality precision torque wrench suitable for bamboo work. Professional grade tool for both DIY enthusiasts and professionals.,188.75,80,Google Custom Search,https://www.mactools.com/cdn/shop/products/PTComboWrench.jpg?v=1633838148,Precision Torque Wrench,3e694f583ce14428a236580628.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
44f0e2554f3947ff8ac4a6b75a,Mega Drywall Screw Gun,High-quality mega drywall screw gun suitable for rubber work. Professional grade tool for both DIY enthusiasts and professionals.,304.83,43,Google Custom Search,https://images.homedepot.ca/productimages/p_1001757851.jpg?product-images=l,Mega Drywall Screw Gun,44f0e2554f3947ff8ac4a6b75a.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
6c9b83166f0f4d03a24addbbb1,Precision Battery Charger,High-quality precision battery charger suitable for bronze work. Professional grade tool for both DIY enthusiasts and professionals.,865.55,34,Google Custom Search,https://u-mercari-images.mercdn.net/photos/m52947116107_1.jpg,Precision Battery Charger,6c9b83166f0f4d03a24addbbb1.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
402488f8c638459fb662ddf731,Master Work Bench,High-quality master work bench suitable for marble work. Professional grade tool for both DIY enthusiasts and professionals.,804.75,45,Google Custom Search,https://images.thdstatic.com/productImages/875c3ed9-de24-449f-a8ce-1d0e132dc272/svn/gray-pegboard-with-black-accessories-wall-control-pegboards-30wrk800gb-64_600.jpg,Master Work Bench,402488f8c638459fb662ddf731.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
edcd6a5bf8a14a99a0273b7125,Craft Planer,High-quality craft planer suitable for cotton work. Professional grade tool for both DIY enthusiasts and professionals.,10.39,54,Google Custom Search,"https://m.media-amazon.com/images/I/61q7x8PgGgL._UF894,1000_QL80_.jpg",Craft Planer,edcd6a5bf8a14a99a0273b7125.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
b9c61ce46bbc4cfebcde8d7ede,Turbo Angle Finder,High-quality turbo angle finder suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,27.45,32,Google Custom Search,"https://m.media-amazon.com/images/I/51RTMOPLPgL._UF894,1000_QL80_.jpg",Turbo Angle Finder,b9c61ce46bbc4cfebcde8d7ede.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
014e3d6dc374442ca212763862,Ultra Torque Wrench,High-quality ultra torque wrench suitable for bronze work. Professional grade tool for both DIY enthusiasts and professionals.,846.25,69,Google Custom Search,https://images.harborfreight.com/media/brand/hercules/pdp-product-highlights/sku-58887/58887-product-features.jpg,Ultra Torque Wrench,014e3d6dc374442ca212763862.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
1d9cf4f437d5486882ce7d9bc1,ProMax Wire Cutter,High-quality promax wire cutter suitable for bamboo work. Professional grade tool for both DIY enthusiasts and professionals.,978.25,45,Google Custom Search,"https://m.media-amazon.com/images/I/61vdsPMBOwL._UF1000,1000_QL80_.jpg",ProMax Wire Cutter,1d9cf4f437d5486882ce7d9bc1.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
33c2bee2b6d045329837ca6deb,Prime Tool Box,High-quality prime tool box suitable for gold work. Professional grade tool for both DIY enthusiasts and professionals.,332.79,30,Google Custom Search,"https://m.media-amazon.com/images/I/51D2gjOBtkL._UF1000,1000_QL80_.jpg",Prime Tool Box,33c2bee2b6d045329837ca6deb.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
953928860cc045d4abca0eae75,Power Wrench Set,High-quality power wrench set suitable for aluminum work. Professional grade tool for both DIY enthusiasts and professionals.,192.95,94,Google Custom Search,https://www.metabo.com/com/out/pictures/master/product/1/dssw-360-set-1-2-0411800s_51.jpg,Power Wrench Set,953928860cc045d4abca0eae75.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
52c50e33d69a4a90b74c31355a,HeavyDuty Lawn Mower,High-quality heavyduty lawn mower suitable for rubber work. Professional grade tool for both DIY enthusiasts and professionals.,829.89,59,Placeholder,https://via.placeholder.com/800x600?text=HeavyDuty%20,HeavyDuty Lawn Mower,52c50e33d69a4a90b74c31355a.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
c1bd8f4a39c5481484496d1054,Master Concrete Mixer,High-quality master concrete mixer suitable for bamboo work. Professional grade tool for both DIY enthusiasts and professionals.,463.59,93,Google Custom Search,https://images.thdstatic.com/productImages/9b118eef-6101-4f4d-b1e3-70fe9953d4b5/svn/concrete-mixers-00000000077777f-64_600.jpg,Master Concrete Mixer,c1bd8f4a39c5481484496d1054.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
164fc1612d124facb2b624b78b,Prime Tool Belt,High-quality prime tool belt suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,622.09,79,Google Custom Search,https://m.media-amazon.com/images/I/71OWoh+TgEL.jpg,Prime Tool Belt,164fc1612d124facb2b624b78b.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
25ab867c392343ddb567be9810,Ultra Reciprocating Saw,High-quality ultra reciprocating saw suitable for gold work. Professional grade tool for both DIY enthusiasts and professionals.,599.25,,Google Custom Search,https://images.thdstatic.com/productImages/35b85932-d14b-4407-917c-e1d7759c9851/svn/milwaukee-reciprocating-saws-2722-20-d4_600.jpg,Ultra Reciprocating Saw,25ab867c392343ddb567be9810.jpg,2025-07-21T03:53:10.919Z,2025-07-21T03:53:10.919Z
84ed8def04c84ccba2c50a1c33,Turbo Respirator,High-quality turbo respirator suitable for bronze work. Professional grade tool for both DIY enthusiasts and professionals.,246.99,27,Google Custom Search,"https://www.harborfreight.com/media/catalog/product/cache/c7f358f04aec81e7c5e0be4c56edf041/5/7/57947_W3.jpg?auto=webp&width=750&height=750&canvas=750,750&fit=bounds",Turbo Respirator,84ed8def04c84ccba2c50a1c33.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
d3a04fe1ecdb48da8fe2964775,Master Joiner,High-quality master joiner suitable for concrete work. Professional grade tool for both DIY enthusiasts and professionals.,990.15,32,Google Custom Search,https://cdn11.bigcommerce.com/s-9t4wk8/images/stencil/2000x2000/products/32810/80459/55010_Master-Set_Joiner_Hero_Solo_MASTER_flat__75733.1730470945.jpg?c=4,Master Joiner,d3a04fe1ecdb48da8fe2964775.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
33b7b1e91cd64cfdb6ffbdc6bf,Power Post Hole Digger,High-quality power post hole digger suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,68.05,62,Google Custom Search,https://www.tooltuffdirect.com/cdn/shop/products/AUGH143_DIGGER-1_4de99c92-6882-44d2-a1fc-a13505ad1d57.jpg?v=1504281293,Power Post Hole Digger,33b7b1e91cd64cfdb6ffbdc6bf.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
f9c703172f6e4917abc7dbb76b,Titan Circular Saw,High-quality titan circular saw suitable for wooden work. Professional grade tool for both DIY enthusiasts and professionals.,145.4,7,Google Custom Search,"https://m.media-amazon.com/images/I/71gNm6OVaWL._AC_UF350,350_QL80_.jpg",Titan Circular Saw,f9c703172f6e4917abc7dbb76b.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
03533d1f4b4b4335bdc8395ddb,Turbo Table Saw,High-quality turbo table saw suitable for ceramic work. Professional grade tool for both DIY enthusiasts and professionals.,730.69,39,Placeholder,https://via.placeholder.com/800x600?text=Turbo%20Tabl,Turbo Table Saw,03533d1f4b4b4335bdc8395ddb.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
818218f3bda746679d028ec0c1,Turbo Needle-Nose Pliers,High-quality turbo needle-nose pliers suitable for silk work. Professional grade tool for both DIY enthusiasts and professionals.,477.39,41,Placeholder,https://via.placeholder.com/800x600?text=Turbo%20Need,Turbo Needle-Nose Pliers,818218f3bda746679d028ec0c1.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
e705b11f0a324414920aa2ab2e,Mega Multimeter,High-quality mega multimeter suitable for ceramic work. Professional grade tool for both DIY enthusiasts and professionals.,593.49,17,Placeholder,https://via.placeholder.com/800x600?text=Mega%20Multi,Mega Multimeter,e705b11f0a324414920aa2ab2e.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
b99d83c3c7fd493ca9bc561b6b,Ultra Shop Vacuum,High-quality ultra shop vacuum suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,863.99,38,Placeholder,https://via.placeholder.com/800x600?text=Ultra%20Shop,Ultra Shop Vacuum,b99d83c3c7fd493ca9bc561b6b.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
7a56215ac47145a9b338b691e7,Max Chisel Set,High-quality max chisel set suitable for marble work. Professional grade tool for both DIY enthusiasts and professionals.,727.09,12,Placeholder,https://via.placeholder.com/800x600?text=Max%20Chisel,Max Chisel Set,7a56215ac47145a9b338b691e7.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
0feaa6ba4aba4b2498654c322f,Power Tool Belt,High-quality power tool belt suitable for cotton work. Professional grade tool for both DIY enthusiasts and professionals.,197.95,97,Placeholder,https://via.placeholder.com/800x600?text=Power%20Tool,Power Tool Belt,0feaa6ba4aba4b2498654c322f.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
22447e53e84640d0adc6f225f3,Ultra Tool Bag,High-quality ultra tool bag suitable for marble work. Professional grade tool for both DIY enthusiasts and professionals.,771.35,26,Placeholder,https://via.placeholder.com/800x600?text=Ultra%20Tool,Ultra Tool Bag,22447e53e84640d0adc6f225f3.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
b5d8d4ff2dd840c3aaf5ddc516,Rapid Router,High-quality rapid router suitable for concrete work. Professional grade tool for both DIY enthusiasts and professionals.,101.69,42,Placeholder,https://via.placeholder.com/800x600?text=Rapid%20Rout,Rapid Router,b5d8d4ff2dd840c3aaf5ddc516.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
82cc91202c164684987e9df62d,Precision Work Light,High-quality precision work light suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,127.49,48,Placeholder,https://via.placeholder.com/800x600?text=Precision%20,Precision Work Light,82cc91202c164684987e9df62d.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
4b7c7dba7afb4dcbba045177fd,Mega Joiner,High-quality mega joiner suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,973.95,61,Placeholder,https://via.placeholder.com/800x600?text=Mega%20Joine,Mega Joiner,4b7c7dba7afb4dcbba045177fd.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
fb511aa4fa8a44f0a4b67ae782,Xtreme Reciprocating Saw,High-quality xtreme reciprocating saw suitable for aluminum work. Professional grade tool for both DIY enthusiasts and professionals.,732.75,33,Placeholder,https://via.placeholder.com/800x600?text=Xtreme%20Rec,Xtreme Reciprocating Saw,fb511aa4fa8a44f0a4b67ae782.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
c6efc7c4e0a74149a6f72caf64,ProMax Cut-Off Tool,High-quality promax cut-off tool suitable for wooden work. Professional grade tool for both DIY enthusiasts and professionals.,442.69,84,Placeholder,https://via.placeholder.com/800x600?text=ProMax%20Cut,ProMax Cut-Off Tool,c6efc7c4e0a74149a6f72caf64.jpg,2025-07-21T03:53:10.920Z,2025-07-21T03:53:10.920Z
dd259c77ae654e5e852dbaa13a,HeavyDuty Safety Glasses,High-quality heavyduty safety glasses suitable for steel work. Professional grade tool for both DIY enthusiasts and professionals.,778.7,94,Placeholder,https://via.placeholder.com/800x600?text=HeavyDuty%20,HeavyDuty Safety Glasses,dd259c77ae654e5e852dbaa13a.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
b4f21c354df54a958953bc0a45,Turbo Flooring Nailer,High-quality turbo flooring nailer suitable for marble work. Professional grade tool for both DIY enthusiasts and professionals.,851.63,18,Placeholder,https://via.placeholder.com/800x600?text=Turbo%20Floo,Turbo Flooring Nailer,b4f21c354df54a958953bc0a45.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
87a55cec0eb94387a98aff558b,Mega Chisel Set,High-quality mega chisel set suitable for granite work. Professional grade tool for both DIY enthusiasts and professionals.,901.29,55,Placeholder,https://via.placeholder.com/800x600?text=Mega%20Chise,Mega Chisel Set,87a55cec0eb94387a98aff558b.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
58700f98ef2d4204b27317912c,Titan Post Hole Digger,High-quality titan post hole digger suitable for metal work. Professional grade tool for both DIY enthusiasts and professionals.,373.69,84,Placeholder,https://via.placeholder.com/800x600?text=Titan%20Post,Titan Post Hole Digger,58700f98ef2d4204b27317912c.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
00d802b85c6e4bbd9b08000c90,Max Soldering Iron,High-quality max soldering iron suitable for rubber work. Professional grade tool for both DIY enthusiasts and professionals.,142.19,19,Placeholder,https://via.placeholder.com/800x600?text=Max%20Solder,Max Soldering Iron,00d802b85c6e4bbd9b08000c90.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
c74db14887ec4b87a4ed094f4f,Ultra Tool Box,High-quality ultra tool box suitable for aluminum work. Professional grade tool for both DIY enthusiasts and professionals.,342.89,32,Placeholder,https://via.placeholder.com/800x600?text=Ultra%20Tool,Ultra Tool Box,c74db14887ec4b87a4ed094f4f.jpg,2025-07-21T03:53:10.921Z,2025-07-21T03:53:10.921Z
